User ID,Top k Items
209,"[ 5643 13616 12752  3827 10690 12772  4184 17645  9635 13365 15752  6084
  9562  5845 16438  1802  7145  3128   858  5825]"
210,"[ 4385 11507  9211  6969 14258 14017 13238  4437  5265  3182  2496  5774
  2360  8530 11140 16602  1912 12189  5212  6556]"
211,"[ 3025  1322  9158  3532  4555  3432 11655   422  4668  8020 11127  5034
  2504   357 12157  2280   186  6023  2575 16969]"
212,"[12256  1679 13130 11950  1853  2690 14499 14318  8601 17556  6873   612
 10484  5395  8257 15748  6627 10350  4003 15639]"
213,"[ 7934  6971 11648  4177  4789 11590  8491 16482 14656 16738  6382 12144
 17734  5494  2445 14281 17371 10420  3250  7786]"
214,"[ 5725  2937 12511 10733  1237  3590 13862  8878 10438 10264  1749  1522
 13371 15972  5175  3762  4561 11823 17613  8159]"
215,"[ 3411 14787 12498  4437 11315   478 12511 16427 13810 13551 12269 17613
  4385  1237  4561 13862 14780  5246 10334 13034]"
216,"[ 5825  6720   344 15431  1575  5845  6303  5643  2144 16601  2119 13172
  5377 16656  5732 16674  2378  8648  1315   355]"
217,"[  257  3707  8201 11474  7472  2653 10685 16879  1742 14930 14449 13533
  6404  7543  9793  6604    15  8435  8504 15172]"
218,"[13810  3489  7343  2340  8505 14787  4856 11010  7582  3411  4094   478
 14780 12269    49  4437 10334   167 12511 12883]"
219,"[16610  8130  5234 13787  5003  5093  1042  3356  5218  7297  3715 16868
  9562 17740  2275  8512  3869 17480  8075 16767]"
220,"[ 2172  4167 13474  4655  4037   289 13571  8413 16551  8869  1857  2654
 11897 10717  5406  5624  7272 11452  6213   813]"
221,"[ 2445 11648  6103  2195  5003   715  9723 10080  4789 11590 10228 10672
    41  8846 11039  1934  3762 16738  3056 16879]"
222,"[ 1457  2119 13172 14449  9335   355  2228  5377  1210  5825  3272 12759
  1315 17772  9985 12269 12089  9421  7477  4078]"
223,"[10212 14151 12481  3853   762  3859  8020  3075 10278  6969 12517  4385
  2144 11010 11388 17478 13938 12983 12883  6478]"
224,"[ 1137 13261  6556 14545  2322 11309  2592 15590 13556 17067  8446   110
  4907  9306  9066 17688  3530  5933  5665 11507]"
225,"[ 3411   804 13127  4673 12511 17613 17315 11619   828 12883 13862 11315
  4856 14780 15396  8257  3590 12269  8895  4561]"
226,"[ 4385 14656 14674  5246  5934 13522  3460 17439 10987  2144 10393 14780
  8878  5625  1204 11277 16743 16225  7329  1237]"
227,"[ 5845 13365 13616  3283 11914  6303 15620  1575  5187  1747   858 12364
 16196 16360 12731 17645  6162 10212 12127 13672]"
228,"[ 7296 14794 15891  9223  5303 14789 13572  5151  5322 12998  2688  8078
  2367  7804 16517 17166    66 16429  4652 10767]"
229,"[13609 10751 13365  5643  7477  2434  7145  4184 10326  6382  3240  6461
  5631  8249  6084  3128  5845  3210  4177 12498]"
230,"[ 5687 16969  5246 11022  6746  4431  1237  7045 13364  2789 14946   874
 11888 11503   787  3063 14451  5981 16767  4072]"
231,"[11093 11049  5958  7489  2360 13438  4858 10428 11767   110  9716 17142
  1912 13587  3100 10405  6077  4907 12189 14585]"
232,"[13270  3272 16427  3100 10287 13261  9211  6724 12376  7489  5204 14585
  6556  3214  8112 17642  7716  4437  3766  1738]"
233,"[ 6084 17374 12291 16830  9834 13672 12983  9165  6353 13475  2840 12416
  9635  7281 12517 17009 17046  8738  2144 12142]"
234,"[11049  1738 12777  1343  6084  3530 11140  6556  4385  5643  2322 17067
 13438 11309 11507  4907  3144 15969 12189 16194]"
235,"[13270  4437  5204  3228  7716 14787 16427  3766 16385  7343   865 12489
  4907 13587  9691 14585 10407 15904 10334  3984]"
236,"[13260  4172 16879  4561  8637  9791  4062 11143 17621 10264  4789 10733
  4673  4552  3190 15594 13372 16503 16253  3298]"
237,"[11823 16857  5003 10788 16767  9612  4789 15667  8400 13635  2526  4641
 12321  2144  9664 12811  2378  3369  3762 14485]"
238,"[ 4094 16385  4437  7607  3228  4907 17382  5204  6077 13261 16427  7582
  7199  9066    82 10334  7200  3489 17642  7343]"
239,"[ 4673  4561 17621  6494  2378 16318  6242  5328 13260 15172  2445 10685
  2591 10931  4856 11143 15492 17613  6206  1318]"
240,"[ 2144 10212 17277  6303 11342 13394   238  8648  5187   858 10633  5845
  5212 13059 12481  3590 10326  8381  9635  9664]"
241,"[13390 10788  2378 13728  6494  1882  4561 10910 14656 11143  3411  1210
 10685  1236 16748  9357    74  4789  6206  6181]"
242,"[ 7455  6250  7705 13839  9912  2969  1852  2897 12673  4256 12341 14372
  2466  9334  9513  7399 11698  5596  9259  9350]"
243,"[13144  4561   879  1522 10733 12998  9799 17382 10685  7670  3540  8425
 16879 15199  9811   167 14449  3298 11245  5003]"
244,"[ 5825  6162 16610  4285  4037   391  2119  9335 17772 10403  3291 13172
 14271  2340  9562  5643  5093  6036  2432  8130]"
245,"[  879  7864  3590  7573  6629  8846  3298 11823 14449  1522 16738  4866
  8895  4425 12780  5725 10471 17621  5003 17382]"
246,"[11140  4437  4907  7343  6077  7489 16427  6279 16385 13810 13151 16937
 11572 14787  9211  6556 12489  3100 13270  6724]"
247,"[ 3590 13872 10633  9211  2299 17642  7582 14780 12961  6077 11168  7607
  4925  7759 13301  1908  3255   167  4856  4673]"
248,"[ 3210  3283 15620 16196   858 11914  5845 12142  8226  5825  5643 13365
  9120 16360  8648  6084 12364 12868  8322 11810]"
249,"[ 4561  2214 10350   478  5681 15535 13863  9799 12828 11162  7818 14456
 10334 10791  3984 13090 12945  8257 17613 17609]"
250,"[12754  8541 16253  7103 11823  3666 10403  2340 17258  4201 16610 10788
  2937 17668 11251 12089 10910  6720   693 17564]"
251,"[ 3715 17061 10403 16480  1902 13901  8577 16767  2275  2290 10302   201
   277  6005 10239  3762 13649  7683  4817 11668]"
252,"[ 2598  7243 15332  2682  1210 15545 13055 16506  9335  2941  6969  6874
 14794  8139  4385  7932  2372   804 14449  1934]"
253,"[10350 11162  2214  6873  7818 13863  9196 12828 16508  3285 10791  5990
  5395  4003 10799 15535  1679  6512  4561 15639]"
254,"[11245  4561 11315  1237 12089 11010 17613 10685 14780 17382 10407 16879
 17609 15467   171 13478 10799  8159 16253  3369]"
255,"[ 2393  3944  2144  2190  5212 12321 12565  8967  9790  8343 10403 15343
  8577  7489 17642 13862  2275  1232 12416  9619]"
256,"[16179 11294  3404 17734 11648  7934 13168  8504 14433 15274  7066  7016
  1222   266 12463  4215 14834 10080 16598 10383]"
257,"[12811  4719 12157  2290 11435 16124 10438  6720   804 14450  8140  5187
  7808 16830  9175  2144 10281  6586  1835  7683]"
258,"[17382  3859  5706  5725 11388 12998  1114 10212 14783  8648 12983  5699
  6969  2414 14151  1934  2148 12370 12481  5775]"
259,"[10633 17315  3944  3590  6227 11435  8717 16427   828  3411 13692   804
  6822  5221  3631 12269 13371  5187  9211  3255]"
260,"[ 1808  5624  3298 13301  8633 12593  2689  1232   110  4037  5725  1050
  8446  3117 13474 17402 12975 12100  5447 17370]"
261,"[ 5687 12246 17009 16821   186  8196  6746  2789 13672  6897 15623 11028
 13941  3402 16969 13579  7784  1322  8020  5058]"
262,"[15828  7399  1575  1329  5237  9211 10633 11140  6162 16725  1204  3774
  9335  3291  2275 16610 15030 14258 13551  4907]"
263,"[12269  3666  9664  5187 10633 17315  1835  4789 15364 10987  2759  9357
  2340  3411  5825 13371  9175  6227  3751  3631]"
264,"[13475 12983  4385  6720  9175  2119  9548 16674   858  8215   828  6586
 16743  2340  1204 11486  3041 13672 10633  2144]"
265,"[16179 11688 17734 13168 15806 11648 17746 12394 12676  5561 11267 11119
  7934 14433 17238  3640  2465 10080  3792  9748]"
266,"[16550 14902 15312 14223  1747 13820 11302 12142  5907   612  9120  2961
 11810  5938 14005  8601  3283  6873  8322  8257]"
267,"[ 7934  4789  5494 14281  6382  4177  6557  3250 14294  4108 16426  9007
  6971  4091 12144 14656  9125  9311 10788  6538]"
268,"[ 3932  5003 14008  8755 10411 13500 12094 11823  9709 14485  1042 16767
  5234  1752 13309  6586 14978  5242  5184 14615]"
269,"[  298 12226 13787 11956 13304  3869 15393 10634  2807 17238  6005 15622
  9388 10218  6213  4037  5093  1549 14516  8681]"
270,"[15860  6109 15213 13168  2300  1282  6853  8510  1559  7465  3640 16191
 10091 17186  5660 15760 12184 16444  5942  9748]"
271,"[ 6382 17362 17188  8755  2591  7548 14281  2298 11599  4557   261  9694
  8132   264  3566 13550  4285 14294 12865  1521]"
272,"[ 8563 12269  2972 11435  2340   804  3944 10633  2144 12511   432  4172
   828  3631  9559  4062  3762  4094 13371  8381]"
273,"[14776  4561  9799  7965 17020 10685  6432  3307 10799   257  9629 12828
  4676   167 11773 12511  7670  3489  2004 16879]"
274,"[10212  6303  5870  1802 13616 13365   858  3704  1809  9225  2144  1204
  4184 15620 11229 10633  3075 11507 17645  4385]"
275,"[16738 16857  1597  5377  3762  6586  3250 16109 13245  1042  8633 10987
  8878  6971 11416  5184  1829  2807 15663  3291]"
276,"[14656   823  6971 16077  4481 15148  5003  5083 17094  5377 13304 11225
 14935 12206 13561 10788 17238  1934  7934  7715]"
277,"[ 4711   683  8413  9694  2575 16551  4040  4923  3532   813 17046 13571
 14965  3249  9530  4328   565  4650  4037 10169]"
278,"[ 2299 17315 17621  4789  4561  3411  6227  4519 16879  2786   478 10685
  6431  8093   515 17420  1992  4856  6723 13260]"
279,"[13365 12752  5845 10690   858  5643 13609 16656  4184  5959  5825  5631
  5461 12993  7145  9784  3240 12731  8648  6303]"
280,"[  843  5003   203  1043 12011  1597  4220 15792  3762 10050  4201 10788
  6586 14485  4789 14885  5252  9791 12516  1522]"
281,"[ 2222 16730 12142  8738 16610  8944  3432  1204 13672  8226    68 15752
  6279 15364  9175   363  1568  3128  5643 14450]"
282,"[ 5033 16101 16755 16879  8159 14930  4481 10931 17715  3707 11977 11160
 11773 11474   159  9799  8181  9297 15172   257]"
283,"[10685 17135 13478  9799 10350 15535 14169   515  1992 11315  9421  3411
   167 12883  4561 14012 15492 10135 10919 17382]"
284,"[ 1453  4997  7067  9945 11648 15311   922  5200  2145 15579  1530 13936
  1405  3787 14841  6618  3500  4445 11678 13613]"
285,"[ 2148  3567  3555 17476  6353 13365  1808 14017  4523 12517 12481 17277
 11486  3532  7808  3548 12675 17199  4301  7299]"
286,"[11648 11119 12425  9803  9065  8591 10922 14538  3884   443 17238  2932
 12394   609 11381 16280 13840 17734  4723  3737]"
287,"[ 3762   167  3590 16503  8426  5003  2340  7975  8637 12961  8076   171
 16253  4866  1848  8334 17621 17564  2937  4856]"
288,"[ 1679   612 15535  1190 11704  4561  2178  4856  4673 12719  1648 10799
  9440  6717  9659  4519  2299 15396 11950 12759]"
289,"[ 9181  4561  1222 11232 13280 10931 15172  2988  9871 14012  2251 13153
  7293 15913  4968 16748  5546 11143  1668 16842]"
290,"[ 8563  8717 13274 17642 13085  9790  1232  9118  4861 15058  7998  3590
  3944 15413 14066 12321  1010  3243  2972  9571]"
291,"[10788  1957 12865 10403 10027  1597  8577  9562  3291  1042  2119  1521
 12754 17071  2378  4177 16610  1819  4037  6382]"
292,"[ 8159 14828  9799 17609 14456 12089  3240 12498 12624 11315  4561 11704
 15883 16072 15396 16426  3540 14449 13260  5033]"
293,"[ 1521 11280  6637   733  3548 17392  9612  4442  5083 13304 12364  1455
 14789  1802  4177 11416  8491 13089  6286  5643]"
294,"[ 4561 14456 10931 17621 17613  9421 10114  4673  6016 15492 16879  4519
 10685   171  3369 15172 12945 14828  8201  3422]"
295,"[ 2417 16179 14834 15524  3707 11294 17163  3290  7016  8181  9793 11474
 16748 10819  5252  4968  9748 16093 13280 12394]"
296,"[ 9662  8869 15342  4190  5013 16237 17645  3438 17772 13302  9562  9808
 17607  2822  1540   482 13556  7665 14258  5391]"
297,"[ 5204  4437  7200 14456 16602  9799 17420  4423  8878 16930 14776  1048
  7735  9629  3151  7525  9732 17236  1958 13270]"
298,"[ 4437  9799 16427  5774 16602 13300 12370  3228 10919  8648  4423  8944
 16385 17701  5265  4094  6969  1204 12498  6673]"
299,"[ 7998 13085  9118  1232  8563  2481  7915  9790  4861   146 16890 15058
 14066 13063 15210  4372 10633  9607  3590  2584]"
300,"[ 2340 16610 16253  1522  2275   494  9571  4817 15861   828  8846 10896
   203  1204 13938  3853   693  8130 16868 12089]"
301,"[ 3965  2384  4561  7329   171  2378  6217 15861  9571 12006 12880  1210
  4544   693 17017 11245 17135 15057  3044  9616]"
302,"[ 7067   398  5011  5660  8853  7497 10071  8973  3145  7725  4733 15860
  3787 13214 17458  8061 17078 13168 17422 16957]"
303,"[14449 11143  6969  8895 12089 16253  7367 17258  2378  9134  9421 17135
  1457  2972 15861  3945 12006  9353  2384   924]"
304,"[ 6306 11119 12184 10020 14496  2973  1238 12336 13533 12676 16633 15319
 16233  2055  2653  5214  4132  7375 11948 17350]"
305,"[  167  6227 13478 15492  3375  2299  4519 16506 17621 17609  9607  7050
 10114  3369 17382 11245   515  9559  3489 15396]"
306,"[ 4437 12498  4561 16427   804 17609 15492   478 12511 17613   167  2786
 14776 10334   865  7329  4673 14787  3766  9691]"
307,"[ 3715  2275  9709 15828  9562   108  7022  8577 12416 12811  5003   457
 13635  1042 16830 11501 17204 17772  3762  4817]"
308,"[ 5003  1042  2432  1848  9709  7932  2275  8400  7975   167  8426  9082
 13301  2144 15593    72  5218  2340  3298 16286]"
309,"[ 9571  3666 12321 11823 12961   762 13274  2360  5003  3762  2937 17564
 12416  9211 17642  3590  8717 15594  5187   432]"
310,"[ 6162  3548 15342  2228 14294  9421  4177  8130  1802 10326  3210  3240
 13394  5825  1575  5845 12998  6084  4247 15111]"
311,"[15239  4177  9335  5392 11648  9130  3548  2409    58  6632 16426 12144
 16779  9723 13572   515 15396  9223 10776  9357]"
312,"[ 8076 12269  2178  3965 12759  9659  9175  9798 11140  1568  2759 11704
 10438 17772  5816 13270 13956  1457  3510  7329]"
313,"[16656 12142  8738  3249  8490  1747  8226 17645 17402 15752 16360  1573
  8020 12772  5034  9635 13672 13956  5946  6084]"
314,"[17404 16767 15650 16868  4385  4992 13616  2144  5058 17068  9134  1877
 10228  5377 15553 10633  6381  3075  3704 17374]"
315,"[ 7200  3766  3984  5204 14776 10334 13270  2678  7582 17420   184    49
  3228    82 13151  7607  3287 17142 14787 16427]"
316,"[ 2144  8738 12816 14407  6084  6646   858 12983  7649  2190  5924 13672
  3631 14819  3041 12291 10690 17199 12868 15111]"
317,"[16591   167  6227  9559 17135 15755 17270  5725 13478  7957  1237 17547
  2450  9689    81 10685 17609  4845 13144  1522]"
318,"[ 5003  3762 15352 12961  9440 16468  8238  3369   828  8895 14885 14656
  4789   879  4856 16009  9435  8215  6556  4817]"
319,"[14834 12394  9748  7934 13533  9125  5047 10080 16179  7715  3190 11648
   360 11394 16101  2417  3250  7016 16748  7950]"
320,"[11658 16498 14757  4279     1   253  2297 14277 13241  3195 10175 16138
  3892  3089  9608  3744 17477 14282 12808 16971]"
321,"[14281 10398 11868  9125  9357 14294  4247 11745  7145  3951  4561  5681
  4641  5047 15352  6206 11704  8878 15663 10685]"
322,"[ 6213   307  2936 17370  1042 16610  4167 13635   949  9719  8130 16780
 11648 15545  9335  5653  7932 17577  5624 15663]"
323,"[ 7998 13274 15413  9790  8563 13085  2481  7915  1232 16890  4861 10633
 15058 15065   146 16503 12321 14066  9571  2972]"
324,"[14017  2144 12586  1883 12416  2501  5212 11093 13956  4075  8563 12983
  7784  8446  2641  6556 11173  2190  5725  7489]"
325,"[ 2653  3792 13168  9793   986 13533 14834  3707  8504 15806  6306  7543
 11474 11267  1561 11018 12676  5214  2195 17734]"
326,"[ 1237  4561  7957  4789  1227   257 10685  4519 16591  6227  7573 16879
 15385  6016   478  2004 11823 11245  8637  2450]"
327,"[11648  6557  4445 17149  2286   625  3404  5003 17095 11731  9084   552
 15432 14092 11675 12295 12509  5234  9999  3640]"
328,"[ 8755 17188  4557 10863  4412   391 11431 11648  5677 11959  2445  9125
  4402 17301  9084  6382   259 10041 11651 12029]"
329,"[ 6162 16818 17772 13692  1960 12269 12069  9914   407   344  5005  1204
 16616  2340  3704  5187 12719 10438  7329 13270]"
330,"[15703  6439  6218 15432 16767  3495  4445   457  4832  8755 16027  6557
   877  8138  3932 11257  6525 17188  4557  9084]"
331,"[ 1749  5777 12998  7864   879 10733 12227 14449  2887 15891 17701  1045
 16107 10393 14783   355 10763  6140  9799 14666]"
332,"[ 3185  3021  9334 13353  4657 14231  6606 17645 12675  6836  9223  5151
  2555  4523 11859  4581 12364 14789 14415  8226]"
333,"[ 6720  5643  8140 16656 13475  3532 12772 10298  7662 13672 11677  9562
  8738  1447 14450  9165 13321  3495 13571 14601]"
334,"[11039  6971  5392  5942   843  4789  5003 10080  7934 11081  3190  8846
 17789 11267   483 14839 12206 17734 12826  2445]"
335,"[11731  5392 17598 14517  9335  6213 11648 15622 14954  1808  9719 11774
  5013  1502 11257 10574 14364  7932  2432 10246]"
336,"[ 4437  3228 10334  7200 14776  3489 14787  3984  3766  5204 16385  7716
 17142    82  4907  7343  2678   184   865  7582]"
337,"[ 3666 17668 16253  3762 12754  2228 10438 11251  2275  4201  5058  8541
 10403  8845 11435 17094  7683 17061 10302  7856]"
338,"[10279  2038  8020 17046 10834 13855 12416 13373 10402 17218 11159  9313
 17228  9913 12156 14635  9165   565  4363 11998]"
339,"[ 3704  9211 10393  5187  4172 15754 11315  8563  9175  2144  7329  4184
 10212  4414 11093  2340 15995  5339 13956  8648]"
340,"[ 1210  5643  9440  4177   828 13572 12883 14656 15239 14294  2378 13609
  2941  4789  7477 13685 11631  3240  9435 10393]"
341,"[11039  8755  6905 11648 16748 11948 13257  4285  2932  3500 12094  4617
  9871 13500 10246 15982    61  1431  2526  5234]"
342,"[11010 14151 10633  4184  9440  8505  1802 12883 12441 13394  5924  5187
 16243   238  6084 11931  2666 10987  5592  3704]"
343,"[ 9175 13956  8076  8381  9798  2759  4062 17315  2972 12269 13371  1457
  1930   278 11435 17551   804  4172  3940  9659]"
344,"[ 4561  8637  4856  4673  3411  7998 14485 13144 10685  3710  4164 17621
  9607 15172  7573 13390 17135 12539  9571  1043]"
345,"[ 5825  1597 10411  6586 17392  9134  9798 17633 10302 11679 15342  1902
 13681  8577   278  8990  8400   233 16480  6734]"
346,"[14281 14449  8159  1058  6969 16108  9784  9799 16101  2173  5322  8491
  9134 17789 11277  7472 12624  8878  9499 12089]"
347,"[13533 14930  2653 11267 11125  8435  3707   257 10080 11474  8504 11096
  6604  5912   609 10425 14496 16179  7375  6306]"
348,"[11010 11315  5187  3774  6842 17382   879 14151 12370 11931  7399 11950
 14407   701 17315  8257  7818 12498 14169 13365]"
349,"[12291 12517 15752 12157 17046  6353  5946  3166 16656 14450  2504 12416
  7468   858 12983  2641  5187 15620 15946  4012]"
350,"[11969  8869  4285  6870 15622  3438  1600  1068  4037 12295 11659 13579
  3139 11402  9092 13571 13504 11601  7665  9562]"
